ID,LIMIT_BAL,MARRIAGE,EDUCATION,SEX,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,TARGET
6415,230000,2,3,1,46,326,326,326,0
6416,90000,2,3,2,50,6090,7477,8848,0
6417,2.00E+05,1,2,2,49,71561,74084,74770,0
6418,110000,1,3,1,37,80959,80733,80984,0
6419,250000,1,2,2,42,7067,998,0,0
6420,180000,1,3,2,48,750,0,0,0
6421,250000,2,3,2,44,4649,3964,3281,0
6422,50000,2,2,2,44,26735,26994,28331,0
6423,50000,2,1,2,43,47860,47294,45136,0
6424,470000,1,1,1,44,163529,129341,106390,0
6425,120000,2,2,2,45,0,0,0,0
6426,130000,2,2,2,48,14518,15000,0,0
6427,210000,2,2,1,50,13899,-9,-9,0
6428,370000,1,2,1,42,0,0,0,0
6429,50000,1,1,2,48,49003,49067,50498,0
6430,180000,1,2,2,43,1866,590,360,0
6431,260000,1,3,2,49,256359,208852,192782,0
6432,240000,1,2,1,39,16135,249258,243589,0
6433,110000,1,2,1,43,45964,46922,48140,0
6434,190000,1,2,1,44,197494,194913,192896,0
6435,5.00E+05,1,2,2,41,7325,355,355,0
6436,210000,2,2,2,45,46255,50486,54019,0
6437,80000,1,2,2,46,20417,3061,7920,0
6438,390000,1,2,2,37,62474,62878,59601,0
6439,50000,2,2,2,49,31673,27572,29022,0
6440,50000,2,2,1,46,41739,20650,0,0
6441,140000,1,3,2,49,0,1220,0,0
6442,3.00E+05,2,3,2,45,294344,302638,300159,0
6443,140000,2,2,2,41,134783,142708,143475,0
6444,130000,2,1,2,45,250,174,1214,0
6445,2.00E+05,1,2,2,46,10701,0,0,0
6446,20000,1,2,2,39,17188,16619,17341,0
6447,50000,2,2,2,42,4136,0,0,0
6448,180000,1,2,2,46,133868,125613,86893,0
6449,170000,1,2,2,45,78429,81991,81688,0
6450,330000,1,3,2,48,0,0,0,0
6451,360000,2,3,1,42,331365,338400,493,0
6452,130000,2,2,1,42,83521,84373,86004,0
6453,80000,2,2,2,38,50456,30342,27591,0
6454,30000,2,2,2,39,19502,8999,11797,0
6455,80000,1,2,1,42,78356,70664,62223,0
6456,150000,2,3,2,44,-286,-286,-286,0
6457,50000,2,2,2,49,27314,28353,30299,0
6458,160000,1,2,2,43,0,1496,1496,0
6459,5.00E+05,2,2,2,47,77461,68781,58436,0
6460,6.00E+05,1,3,1,49,372396,416438,459749,0
6461,50000,2,1,2,44,51682,37869,27114,0
6462,120000,1,2,1,46,115040,117371,119044,0
6463,50000,2,2,2,47,501,1463,1276,0
6464,220000,1,2,2,44,52536,53624,43462,0
6465,20000,2,3,2,45,19082,19286,19637,0
6466,230000,1,2,2,39,0,2716,3648,0
6467,110000,2,3,1,45,39768,44333,43320,0
6468,180000,2,2,2,49,3840,18588,1557,0
6469,320000,1,1,1,40,5360,726,6992,0
6470,210000,1,2,2,42,12555,560,5287,0
6471,220000,1,2,2,46,41352,43757,46012,0
6472,290000,1,2,2,44,38027,23036,129433,0
6473,10000,2,2,1,42,9323,8708,0,0
6474,30000,1,2,2,47,23134,23302,22844,0
6475,80000,1,1,1,46,76288,71659,67528,0
6476,5.00E+05,2,3,1,51,2450,11833,22963,0
6477,130000,2,1,2,47,390,52180,206,0
6478,50000,2,2,1,44,44168,44727,26135,0
6479,30000,1,2,2,41,20061,17435,14452,0
6480,20000,1,2,2,46,750,0,0,0
6481,50000,2,1,1,47,45002,46053,45120,0
6482,140000,2,3,1,46,72274,70098,60180,0
6483,360000,2,2,2,50,361863,343268,285707,0
6484,230000,3,1,2,41,41134,50379,54556,0
6485,160000,2,2,2,50,-200,-200,0,0
6486,220000,2,1,2,41,223022,215787,220680,0
6487,40000,1,2,2,52,24114,25417,28777,0
6488,150000,1,2,2,49,3000,187000,193500,0
6489,390000,1,2,2,42,16406,16966,15428,0
6490,360000,1,1,2,44,167370,183070,190369,0
6491,50000,2,2,2,45,24202,23664,21780,0
6492,20000,3,1,2,44,14702,16445,17563,0
6493,430000,2,3,2,41,42130,34785,0,0
6494,390000,1,2,2,48,7383,5731,3386,0
6495,170000,2,2,2,49,80848,83678,28461,0
6496,210000,2,2,2,46,168161,133113,130769,0
6497,450000,2,3,2,44,1494,538,3218,0
6498,310000,1,2,2,51,73491,76452,78736,0
6499,30000,2,1,2,46,28611,23312,19590,0
6500,80000,2,3,1,47,74384,0,0,0
6501,50000,2,2,2,45,21998,15299,32514,0
6502,150000,1,4,2,44,135903,137719,144913,0
6503,50000,2,2,1,42,51086,49804,28662,0
6504,1.00E+05,2,3,2,44,6266,2366,7042,0
6505,130000,1,2,1,39,39251,40772,40437,0
6506,1.00E+05,2,3,2,45,90825,97242,94407,0
6507,60000,2,2,2,41,18280,19468,20986,0
6508,230000,2,2,1,45,34592,23689,27652,0
6509,10000,2,2,1,42,8638,8958,9414,0
6510,280000,1,3,1,42,19378,347,4197,0
6511,260000,1,3,1,44,390,7516,553,0
6512,220000,2,3,1,46,163148,158197,158956,0
6513,290000,1,2,2,44,316,316,316,0
6514,320000,1,3,2,48,95155,97797,99672,0
6515,110000,2,1,2,48,9943,9267,4957,0
6516,50000,2,1,2,45,13385,11493,10236,0
6517,20000,2,2,2,46,17304,0,26373,0
6518,140000,2,3,2,45,23409,24725,26006,0
6519,10000,2,2,1,47,8097,9109,10125,0
6520,460000,2,3,2,48,-14,693,224526,0
6521,150000,2,4,1,47,10459,11445,122175,0
6522,210000,2,3,2,43,77830,68850,42884,0
6523,210000,2,4,2,43,0,0,780,0
6524,310000,2,3,2,46,269832,261818,234621,0
6525,10000,1,2,1,46,10171,8150,8446,0
6526,230000,1,1,2,46,38723,39347,37571,0
6527,220000,2,2,2,45,7468,5045,4944,0
6528,50000,2,3,2,49,629,351,784,0
6529,310000,2,1,2,43,220845,179260,116798,0
6530,1.00E+05,1,3,1,48,10529,12723,15807,0
6531,180000,1,2,2,42,76538,71888,65832,0
6532,70000,1,2,1,50,14202,15149,15481,0
6533,5.00E+05,2,2,2,46,9609,5609,967,0
6534,260000,1,3,2,44,0,0,0,0
6535,110000,2,3,2,42,549,179,1166,0
6536,50000,2,3,2,47,5052,0,0,0
6537,140000,1,3,1,52,39716,40799,41853,0
6538,290000,1,2,1,36,3137,7999,2948,0
6539,480000,1,2,1,47,398380,394515,393648,0
6540,250000,1,3,2,43,744,2244,1372,0
6541,2.00E+05,2,3,2,46,846,4292,0,0
6542,130000,1,2,2,46,24579,23741,11666,0
6543,50000,1,2,2,42,38612,37509,15377,0
6544,160000,1,2,2,40,1133,31964,24805,0
6545,320000,2,3,1,49,838,4288,24495,0
6546,250000,2,2,2,40,241711,205944,210513,0
6547,60000,2,1,2,38,30660,30286,29757,0
6548,110000,2,2,2,49,432,3220,5704,0
6549,2.00E+05,1,2,1,45,98974,36829,31707,0
6550,280000,1,2,1,46,236168,242865,243515,0
6551,20000,2,3,2,41,16715,16719,34196,0
6552,50000,2,2,2,43,50686,49525,49603,0
6553,320000,2,2,2,40,44500,51257,54659,0
6554,20000,1,2,2,38,7286,2160,780,0
6555,50000,2,3,2,46,0,2070,0,0
6556,210000,2,3,2,45,10692,-3,-3,0
6557,110000,2,2,1,45,108180,107597,89775,0
6558,80000,1,2,1,43,67692,63789,65771,0
6559,20000,2,2,2,43,16569,22372,25285,0
6560,2.00E+05,1,2,2,43,0,0,0,0
6561,50000,1,2,1,43,46806,46176,47151,0
6562,150000,1,2,2,49,0,0,0,0
6563,2.00E+05,2,2,2,36,18703,9733,7078,0
6564,20000,2,3,1,49,7032,14244,14065,0
6565,310000,2,3,2,42,304329,292848,279138,0
6566,50000,1,2,1,46,19339,20424,20086,0
6567,560000,1,2,1,48,19924,16297,4593,0
6568,150000,1,3,2,43,39139,15269,12853,0
6569,410000,1,3,1,43,499,0,35509,0
6570,50000,2,2,1,56,19015,19294,20259,0
6571,30000,2,3,1,49,29965,28841,28278,0
6572,50000,2,3,2,47,8225,2763,2545,0
6573,750000,1,2,2,37,72495,99628,74635,0
6574,2.00E+05,2,2,1,47,183464,184391,169311,0
6575,280000,2,2,2,40,278569,277306,225732,0
6576,180000,1,3,1,49,18896,20166,16995,0
6577,130000,2,2,1,43,30857,43333,0,0
6578,10000,2,3,1,48,5703,6734,8833,0
6579,3.00E+05,1,2,2,52,16666,1000,16666,0
6580,1.00E+05,1,2,2,42,102724,100186,102604,0
6581,370000,1,2,2,46,1859,2232,4556,0
6582,170000,1,2,1,41,150693,154424,148564,0
6583,20000,2,3,1,41,0,1825,1346,0
6584,70000,2,3,2,46,41614,43610,46581,0
6585,260000,2,2,2,47,75841,69490,67107,0
6586,50000,2,2,2,45,20800,0,0,0
6587,140000,1,2,1,41,86627,78142,68336,0
6588,50000,2,3,2,46,1389,722,179,0
6589,210000,2,3,2,40,970,2273,1303,0
6590,130000,2,4,2,46,106852,107599,109902,0
6591,470000,1,1,1,47,0,0,0,0
6592,2.00E+05,1,3,2,44,2257,4261,1265,0
6593,1.00E+05,2,3,2,48,10672,11025,5791,0
6594,1.00E+05,1,3,2,40,94796,51713,25272,0
6595,70000,2,3,2,40,40048,40783,44205,0
6596,30000,1,2,2,43,4994,886,937,0
6597,70000,2,1,2,48,4664,5680,6703,0
6598,190000,2,2,2,44,187972,188542,190411,0
6599,70000,2,3,2,47,47310,51047,51727,0
6600,30000,2,2,2,45,26568,27456,27915,0
6601,50000,2,3,1,46,49386,49487,50401,0
6602,5.00E+05,2,3,1,47,-218,466,1267,0
6603,350000,1,1,2,48,14103,5397,54554,0
6604,420000,2,2,2,42,211688,205003,203118,0
6605,2.00E+05,2,3,1,47,45841,37221,34718,0
6606,20000,1,2,1,50,1480,390,780,0
6607,310000,1,3,1,41,0,0,0,0
6608,30000,2,2,1,40,22583,25067,23237,0
6609,80000,1,1,2,44,3377,3377,3476,0
6610,50000,2,2,1,44,25925,0,0,0
6611,1.00E+05,1,1,1,52,77617,80324,86016,0
6612,50000,1,1,2,41,45557,46732,46589,0
6613,20000,1,1,1,42,19794,19519,20464,0
6614,360000,2,3,2,46,1041,5792,1358,0
6615,130000,2,3,2,45,4459,13453,3656,0
6616,130000,2,3,2,43,0,0,0,0
6617,70000,1,2,2,45,68445,67371,68263,0
6618,2.00E+05,3,2,1,38,106576,107178,119691,0
6619,310000,2,3,1,50,313268,278821,283847,0
6620,20000,2,3,2,50,1207,0,174,0
6621,310000,1,3,2,45,5202,6495,5781,0
6622,80000,2,2,1,46,38220,33962,31297,0
6623,380000,1,3,1,51,53369,73954,35199,0
6624,20000,1,1,2,47,16208,16942,18255,0
6625,110000,1,1,2,46,0,0,1000,0
6626,360000,2,3,1,42,-4316,60054,187734,0
6627,140000,2,2,2,41,140881,136889,140615,0
6628,240000,2,3,2,47,330,3152,5400,0
6629,160000,1,3,2,45,3189,3203,3421,0
6630,190000,1,4,2,34,146034,142003,135885,0
6631,50000,2,2,2,42,48492,48356,32904,0
6632,3.00E+05,2,3,2,45,0,0,0,0
6633,20000,2,3,2,44,16180,16635,16082,0
6634,80000,1,1,2,45,61267,61300,61001,0
6635,120000,2,3,2,46,80975,82069,83808,0
6636,70000,1,1,1,48,65824,51634,52567,0
6637,330000,1,2,2,44,0,0,0,0
6638,2.00E+05,2,3,2,46,165,145,-20,0
6639,340000,1,3,2,45,221587,216472,218817,0
6640,350000,1,3,1,53,15193,19734,5338,0
6641,1.00E+05,2,3,2,47,9311,5107,1647,0
6642,180000,2,1,1,38,129719,133702,133758,0
6643,480000,1,2,2,50,227221,243942,244961,0
6644,80000,2,1,2,43,11460,455,10843,0
6645,140000,1,2,2,43,136650,137562,141347,0
6646,360000,1,3,2,42,1517,2742,2317,0
6647,290000,2,2,1,45,98861,89638,50453,0
6648,30000,1,2,2,45,23309,24610,26404,0
6649,50000,2,2,2,46,11966,12967,13962,0
6650,1.00E+05,2,2,2,39,390,0,780,0
6651,250000,2,2,2,48,46948,46351,33227,0
6652,50000,1,2,1,49,24249,25952,29915,0
6653,70000,1,2,2,52,9319,3652,5284,0
6654,5.00E+05,2,1,1,45,9001,1687,1409,0
6655,50000,1,1,2,50,49080,49240,48751,0
6656,340000,1,2,2,46,1632,3121,44092,0
6657,220000,1,2,1,48,15746,17537,14856,0
6658,170000,1,2,1,46,-8,-8,2698,0
6659,1.00E+05,2,3,2,44,11801,12905,14378,0
6660,80000,1,2,2,44,77857,80002,82020,0
6661,430000,2,3,2,44,180,1654,15718,0
6662,280000,2,2,2,42,82742,153791,85601,0
6663,220000,2,2,2,46,1534,3524,2130,0
6664,50000,2,2,2,45,47608,48933,51415,0
6665,190000,2,2,2,49,125739,126184,127189,0
6666,50000,2,1,1,43,50693,50019,36939,0
6667,80000,2,2,1,47,48329,45920,47186,0
6668,450000,2,3,1,47,12712,1830,1183,0
6669,30000,2,4,1,48,30000,-720,-720,0
6670,30000,1,2,1,45,28628,29160,21075,0
6671,170000,1,3,1,48,171841,171014,168142,0
6672,150000,2,2,1,47,111880,106841,102490,0
6673,110000,2,3,2,47,78793,79182,76460,0
6674,240000,2,3,2,46,25700,28677,22081,0
6675,60000,2,2,1,47,38815,40171,37274,0
6676,210000,2,2,2,46,461,6472,83589,0
6677,240000,2,3,2,47,3816,3816,3816,0
6678,160000,1,3,1,40,53935,57997,-3,0
6679,230000,1,3,2,44,6168,5951,8698,0
6680,5.00E+05,1,1,1,44,18033,8783,13202,0
6681,320000,2,3,2,44,18506,12237,913,0
6682,5.00E+05,2,3,2,46,249,2655,249,0
6683,30000,2,3,2,48,29628,30453,30082,0
6684,50000,2,2,2,40,47510,32952,22289,0
6685,1.00E+05,1,3,1,45,3515,2975,2342,0
6686,90000,1,1,2,39,91123,90056,88330,0
6687,60000,2,3,2,43,21501,20650,0,0
6688,80000,1,2,2,43,73181,71452,72651,0
6689,360000,1,2,1,45,28595,0,2500,0
6690,70000,1,2,2,48,66759,68200,72972,0
6691,80000,1,2,2,44,29249,28795,27006,0
6692,50000,2,3,1,46,50459,36307,27713,0
6693,50000,2,2,1,47,47691,48738,48565,0
6694,460000,1,2,2,43,128302,59254,52099,0
6695,170000,2,2,1,45,7228,6238,6265,0
6696,340000,1,3,2,41,11806,13535,18784,0
6697,1.00E+05,1,2,2,41,90483,91893,91531,0
6698,480000,1,1,2,48,14867,26665,199960,0
6699,280000,1,3,1,41,-6,-6,1345,0
6700,280000,1,3,2,46,47,97767,99036,0
6701,3.00E+05,2,3,1,43,30749,50185,3342,0
6702,80000,2,3,1,41,37642,39947,43773,0
6703,180000,1,2,2,43,176424,164745,168208,0
6704,420000,1,3,2,45,8117,20837,21610,0
6705,5.00E+05,1,3,2,43,30376,32715,60927,0
6706,60000,1,2,2,45,57262,27275,22095,0
6707,80000,2,2,1,51,60315,61650,0,0
6708,60000,2,3,2,47,23304,20517,20261,0
6709,150000,2,2,2,46,63150,68125,66432,0
6710,80000,2,2,2,41,0,0,0,0
6711,130000,1,2,2,41,79277,63767,62599,0
6712,130000,2,3,2,43,19486,52960,26491,0
6713,1.00E+05,2,3,1,43,87580,84140,86400,0
6714,160000,2,2,2,43,71900,0,0,0
6715,30000,2,3,2,42,27013,26590,26249,0
6716,280000,1,3,1,46,28026,41302,51500,0
6717,90000,2,2,2,49,30646,29919,29045,0
6718,320000,1,3,1,44,1834,556,1622,0
6719,80000,1,2,2,40,390,390,390,0
6720,240000,1,3,1,43,18079,6315,37046,0
6721,230000,1,2,1,50,326,326,326,0
6722,130000,2,2,2,46,-169,3464,7569,0
6723,110000,1,2,2,50,60101,61589,60822,0
6724,140000,1,3,2,45,56764,57950,57668,0
6725,150000,2,2,1,44,140662,144334,148016,0
6726,5.00E+05,1,3,1,45,407331,403816,386053,0
6727,110000,2,3,1,51,87487,90120,93661,0
6728,160000,1,2,2,47,390,390,1560,0
6729,140000,2,3,2,45,1825,0,1264,0
6730,360000,2,3,2,54,1365,2703,863,0
6731,360000,2,3,2,42,3377,37305,5721,0
6732,310000,2,2,2,46,-2123,246407,250249,0
6733,230000,2,2,1,37,27178,0,856,0
6734,10000,2,2,2,44,6969,7992,9106,0
6735,80000,1,2,2,38,4166,3908,0,0
6736,1.00E+05,2,3,2,44,30092,30486,30178,0
6737,450000,1,2,1,48,18659,388,481,0
6738,150000,2,3,2,45,101569,103688,107321,0
6739,1.00E+05,1,2,2,48,95160,94327,0,0
6740,320000,2,3,2,45,-347,-347,-347,0
6741,330000,1,1,1,41,217148,218414,216225,0
6742,160000,2,1,2,46,408,99,99,0
6743,260000,3,2,2,46,8000,8000,8000,0
6744,350000,1,1,1,49,188,188,187,0
6745,180000,1,2,1,41,0,0,0,0
6746,180000,2,2,2,44,17207,16647,17657,0
6747,20000,2,2,1,46,15121,15424,15468,0
6748,110000,2,3,2,48,53152,45002,42051,0
6749,210000,1,2,2,46,206409,198390,200035,0
6750,20000,2,2,2,40,15717,16724,18051,0
6751,410000,1,2,2,47,6917,7548,8726,0
6752,120000,2,2,2,40,38757,41302,39247,0
6753,50000,1,1,1,44,18275,18494,16978,0
6754,50000,1,2,2,52,3477,1909,1726,0
6755,130000,2,2,1,44,119513,121776,122440,0
6756,70000,2,3,2,46,31680,28410,24046,0
6757,30000,1,2,1,49,7797,2687,8762,0
6758,30000,2,2,1,45,21617,24133,25239,0
6759,10000,2,1,1,41,0,7492,8589,0
6760,430000,1,2,1,44,18517,23565,34028,0
6761,150000,2,1,1,45,85993,81682,83467,0
6762,230000,1,3,2,48,711,-1,-1,0
6763,120000,2,3,2,45,67519,110908,46025,0
6764,240000,2,2,1,44,0,0,0,0
6765,2.00E+05,2,1,1,45,396,396,396,0
6766,210000,2,3,1,43,0,0,0,0
6767,380000,2,3,1,45,24469,30689,19947,0
6768,150000,1,2,2,41,1650,0,0,0
6769,160000,2,2,2,41,2248,-2,4903,0
6770,110000,2,1,2,46,45846,47104,48325,0
6771,120000,2,3,1,45,291,291,291,0
6772,50000,1,1,1,44,19056,18586,17418,0
6773,60000,2,1,1,41,4262,11674,6281,0
6774,90000,2,2,2,45,11989,18746,19670,0
6775,30000,1,1,2,42,28884,25277,25289,0
6776,3.00E+05,2,2,2,46,114690,117682,120777,0
6777,3.00E+05,1,2,1,49,250121,221336,159556,0
6778,180000,2,3,2,40,100,100,100,0
6779,20000,1,1,1,38,17224,16533,17557,0
6780,1.00E+05,2,2,2,47,82323,45756,9187,0
6781,330000,1,3,2,45,0,0,0,0
6782,110000,1,2,1,43,51395,51803,52888,0
6783,260000,1,2,2,43,238896,244419,250051,0
6784,210000,2,3,2,44,27042,0,188,0
6785,20000,2,2,2,35,21750,21127,20332,0
6786,2.00E+05,2,2,2,42,195520,195884,194045,0
6787,30000,2,1,1,46,1211,-50,-440,0
6788,220000,1,2,2,43,109815,91363,93091,0
6789,90000,2,2,1,51,17621,18718,19809,0
6790,80000,2,2,1,45,78129,28202,78553,0
6791,10000,2,2,1,40,0,0,0,0
6792,30000,1,1,2,46,3860,780,27557,0
6793,80000,2,3,2,51,4301,0,0,0
6794,130000,1,2,2,45,0,0,0,0
6795,30000,2,3,2,45,23575,24584,25885,0
6796,20000,2,2,1,48,19666,20076,19875,0
6797,80000,1,2,1,46,145905,147860,78545,0
6798,310000,2,3,2,49,1000,304,1852,0
6799,220000,2,3,2,39,26340,31523,35718,0
6800,80000,1,1,2,43,7111,12774,16817,0
6801,210000,1,2,2,46,86792,88106,89419,0
6802,140000,2,3,1,47,9556,6434,5413,0
6803,240000,1,2,2,47,233438,240715,246000,0
6804,240000,1,3,1,45,228,23282,48595,0
6805,60000,2,2,2,47,50791,49748,49735,0
6806,260000,1,2,2,48,66433,67134,67768,0
6807,2.00E+05,2,3,2,41,52935,51971,51341,0
6808,5.00E+05,2,3,2,41,73798,74781,75559,0
6809,3.00E+05,1,2,2,46,23436,22055,18497,0
6810,130000,2,3,2,44,1088,1521,6042,0
6811,280000,2,2,2,52,94451,96041,98301,0
6812,150000,1,1,2,43,8902,9231,9124,0
6813,20000,2,3,2,52,17229,17591,17750,0
6814,230000,1,1,2,48,15160,14513,15221,0
6815,90000,2,2,2,42,18525,14242,25574,0
6816,80000,1,2,2,45,58784,55209,56626,0
6817,10000,2,3,2,46,6709,7895,8751,0
6818,5.00E+05,1,2,2,42,26102,33012,56116,0
6819,50000,1,2,1,40,15090,16421,17144,0
6820,150000,2,1,2,45,2934,2843,1445,0
6821,140000,1,3,2,44,2300,483,487,0
6822,170000,2,3,1,48,14479,27045,19041,0
6823,130000,2,2,1,45,7100,4007,4900,0
6824,230000,1,1,1,43,6901,0,188,0
6825,10000,2,2,2,44,9150,9206,10051,0
6826,50000,1,1,1,47,43469,44462,45510,0
6827,20000,2,3,2,49,5275,5487,2778,0
6828,2.00E+05,2,3,2,50,2277,16002,13207,0
6829,290000,2,3,1,43,22681,25980,10409,0
6830,3.00E+05,1,4,1,52,289299,297003,300153,0
6831,70000,2,2,2,42,23790,23880,24843,0
6832,10000,1,2,1,46,2918,4204,5670,0
6833,250000,1,3,1,40,396,396,396,0
6834,140000,1,3,1,49,127496,128675,131640,0
6835,80000,2,2,2,40,3072,2856,0,0
6836,320000,1,3,2,43,2799,7932,0,0
6837,2.00E+05,2,2,1,43,326,326,326,0
6838,70000,1,2,2,45,7204,5326,5954,0
6839,380000,1,2,2,43,13415,14381,13277,0
6840,330000,1,2,1,45,60804,65779,66545,0
6841,260000,1,2,2,47,200581,196761,78041,0
6842,340000,1,1,2,49,194380,183139,179156,0
6843,260000,2,3,2,39,6818,8040,11736,0
6844,160000,2,2,2,42,149,1100,240,0
6845,20000,2,3,2,44,11391,16180,16635,0
6846,330000,2,3,1,44,0,0,0,0
6847,280000,1,3,1,44,503,694,695,0
6848,20000,1,1,1,42,6620,7114,3948,0
6849,20000,2,2,1,41,19656,30177,16263,0
6850,370000,2,1,2,47,2804,1674,39811,0
6851,30000,2,3,1,46,5857,20190,18794,0
6852,50000,2,2,1,49,10498,8238,6411,0
6853,260000,1,2,2,47,104717,102159,102369,0
6854,240000,1,2,2,47,626,1921,20740,0
6855,230000,2,2,2,46,23758,0,0,0
6856,280000,2,2,1,40,22821,23169,82073,0
6857,250000,1,3,2,49,43098,10606,49815,0
6858,2.00E+05,2,3,2,43,8172,20004,7737,0
6859,50000,2,2,2,46,162865,167086,169217,0
6860,210000,1,3,1,46,81582,82768,654,0
6861,50000,2,3,2,39,44641,45769,47397,0
6862,20000,1,2,1,42,17020,13161,3851,0
6863,20000,1,2,2,47,19961,16437,16579,0
6864,10000,2,2,1,47,6933,9301,9000,0
6865,2.00E+05,1,2,2,46,35706,34064,30519,0
6866,50000,3,2,1,41,34664,17242,18417,0
6867,2.00E+05,2,2,2,47,226365,214261,210315,0
6868,210000,1,3,2,45,262,738,0,0
6869,130000,1,3,2,38,9255,10264,7060,0
6870,270000,1,3,1,48,9211,8913,3255,0
6871,130000,2,1,1,43,132703,132258,133781,0
6872,50000,1,2,1,48,38111,37934,16816,0
6873,50000,2,1,1,44,52855,49123,49522,0
6874,2.00E+05,1,3,2,42,65520,0,0,0
6875,360000,1,2,2,39,30198,58332,66062,0
6876,50000,2,2,2,43,0,0,0,0
6877,3.00E+05,1,3,2,47,21953,32905,14458,0
6878,50000,1,1,2,40,48169,48163,49302,0
6879,50000,2,2,1,43,999,593,-7,0
6880,150000,1,3,2,37,1736,0,0,0
6881,330000,2,3,2,45,32316,33705,28743,0
6882,5.00E+05,2,2,1,42,24677,28287,32988,0
6883,80000,2,2,2,44,26855,28789,31026,0
6884,250000,1,1,1,46,1976,3314,0,0
6885,210000,1,2,2,50,13340,42862,9584,0
6886,220000,2,3,2,46,51908,53087,54167,0
6887,1.00E+05,1,3,2,46,1526,0,0,0
6888,5.00E+05,1,3,1,46,1895,1086,740,0
6889,120000,2,3,2,50,32051,39861,42957,0
6890,360000,2,3,1,45,71195,60553,60158,0
6891,150000,2,2,2,47,1467,698,4102,0
6892,50000,2,3,1,48,49395,50058,50753,0
6893,240000,1,3,2,50,10839,16665,13039,0
6894,220000,2,3,2,36,5564,7443,5572,0
6895,180000,2,2,2,50,18314,18630,19126,0
6896,360000,2,2,1,42,9780,6672,11201,0
6897,470000,1,2,1,45,12281,13323,13149,0
6898,330000,1,3,1,44,1051,671,291,0
6899,30000,2,2,1,45,836,836,836,0
6900,50000,2,2,2,45,51417,48260,43889,0
6901,2.00E+05,1,3,2,48,2119,1662,2482,0
6902,60000,2,1,2,45,43533,39252,38051,0
6903,230000,1,2,2,42,399,1560,1766,0
6904,30000,2,2,2,41,19334,20218,19607,0
6905,440000,2,3,2,44,3290,4949,10065,0
6906,110000,2,1,1,48,102274,103275,105225,0
6907,2.00E+05,2,3,1,48,1488,2493,5261,0
6908,430000,1,3,1,38,4704,9714,13247,0
6909,130000,2,3,2,47,13700,18670,21362,0
6910,3.00E+05,2,3,2,40,16094,2259,0,0
6911,310000,2,2,2,46,311380,314131,301646,0
6912,4.00E+05,1,2,2,45,52306,3638,11649,0
6913,210000,1,2,2,45,2201,3571,987,0
6914,50000,2,2,2,46,31426,23712,18919,0
6915,80000,1,2,2,48,22113,21507,13207,0
6916,2.00E+05,1,2,1,42,197600,200378,162374,0
6917,150000,2,3,1,48,103720,103662,105000,0
6918,260000,1,3,2,45,16995,12947,31394,0
6919,1.00E+05,2,2,2,44,98349,97473,91096,0
6920,240000,1,1,2,49,-608,1966,4421,0
6921,50000,1,1,1,46,19374,17772,20090,0
6922,140000,2,2,2,46,25973,53098,54760,0
6923,360000,2,3,2,47,0,0,0,0
6924,150000,2,3,1,45,132684,128111,120509,0
6925,160000,1,2,2,49,13512,13453,13420,0
6926,240000,1,2,1,47,-9095,-30000,-10608,0
6927,150000,2,2,2,44,86787,89610,86738,0
6928,160000,1,3,2,51,63406,64176,2348,0
6929,50000,1,1,2,46,44742,45737,46814,0
6930,1.00E+05,2,3,1,42,3042,1427,102996,0
6931,210000,1,2,1,39,186004,169351,163576,0
6932,320000,1,2,2,40,396,396,396,0
6933,50000,1,2,1,38,48213,47750,46153,0
6934,20000,2,2,1,46,14549,11292,7120,0
6935,50000,2,3,1,41,53540,53321,49263,0
6936,150000,2,3,2,53,10705,5416,5162,0
6937,1.00E+05,1,2,2,43,17606,17040,19139,0
6938,320000,2,3,1,41,309805,237915,235917,0
6939,20000,2,2,1,46,19178,18852,16648,0
6940,180000,2,2,2,47,3010,1679,2027,0
6941,40000,2,3,1,40,21651,19279,19076,0
6942,20000,1,2,1,43,690,665,1164,0
6943,10000,2,2,1,40,5324,6509,7313,0
6944,160000,1,3,1,41,16754,44946,40453,0
6945,130000,1,2,1,41,20733,14261,22242,0
6946,150000,1,1,2,49,0,0,500,0
6947,60000,2,3,2,52,29649,21657,28736,0
6948,150000,2,2,2,39,41408,40958,39934,0
6949,150000,1,1,2,47,0,0,0,0
6950,150000,1,3,2,49,6940,6200,6962,0
6951,2.00E+05,3,3,1,51,9873,-709,10291,0
6952,1.00E+05,1,3,2,46,66762,68566,65132,0
6953,360000,1,2,2,40,20992,40125,44454,0
6954,240000,2,3,1,44,134245,137044,138197,0
6955,50000,2,3,2,49,41003,42032,42699,0
6956,80000,3,1,2,44,36320,29106,15290,0
6957,290000,2,3,2,41,1915,6136,0,0
6958,90000,1,2,2,51,76025,55440,11227,0
6959,120000,2,3,1,42,30101,31281,30180,0
6960,160000,2,3,1,47,5574,3327,5958,0
6961,150000,1,3,1,41,65627,64803,62844,0
6962,20000,1,2,1,47,18490,25404,19789,0
6963,40000,2,3,2,42,20216,8851,17940,0
6964,2.00E+05,2,3,1,46,162018,121934,0,0
6965,90000,1,1,2,41,14376,15374,11195,0
6966,150000,1,1,2,40,112391,98583,95810,0
6967,2.00E+05,2,3,2,45,62574,63814,65265,0
6968,280000,2,3,1,48,164736,170564,150666,0
6969,550000,2,3,1,46,43769,38907,36111,0
6970,10000,1,2,2,46,8671,6613,7648,0
